央视频道,#genre#
重庆卫视,https://mrw.so/4JdYaH?dsjtv.com/ws/20200205.m3u8#https://mrw.so/5de9Hr?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4ubyhV?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4nliI8?dsjtv.com/ws/20200205.m3u8#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=012&Provider_id=&Pcontent_id=index.m3u8
重庆新闻,https://mrw.so/4ubyjx?dsjtv.com/ws/20200205.m3u8
四川卫视,https://mrw.so/55HZhA?dsjtv.com/ws/20200205.m3u8#https://mrw.so/55HZie?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4nliuA?dsjtv.com/ws/20200205.m3u8#http://118.123.60.8:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=69&Provider_id=&Pcontent_id=index.m3u8
四川旅游,https://mrw.so/4nliv4?dsjtv.com/ws/20200205.m3u8#https://mrw.so/55HZk0?dsjtv.com/ws/20200205.m3u8
河北卫视,https://mrw.so/4YfYpj?dsjtv.com/ws/20200205.m3u8
北京卫视,https://mrw.so/55HX1q?dsjtv.com/ws/20200205.m3u8#https://mrw.so/5dea6L?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4BHLxg?dsjtv.com/ws/20200205.m3u8#https://mrw.so/55HWPu?dsjtv.com/ws/20200205.m3u8#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=046&Provider_id=&Pcontent_id=index.m3u8
上海卫视,https://mrw.so/5sgA51?dsjtv.com/ws/20200205.m3u8#https://mrw.so/55HWRA?dsjtv.com/ws/20200205.m3u8#https://mrw.so/5de9X5?dsjtv.com/ws/20200205.m3u8
上海综合,https://mrw.so/4JdYrN?dsjtv.com/ws/20200205.m3u8
广东卫视,https://mrw.so/5sgA7V?dsjtv.com/ws/20200205.m3u8#https://mrw.so/5kKn4m?dsjtv.com/ws/20200205.m3u8#http://nclive.grtn.cn/gdws/sd/live.m3u8#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=004&Provider_id=&Pcontent_id=index.m3u8
广东综艺,http://nclive.grtn.cn/4K/sd/live.m3u8
深圳卫视,https://mrw.so/4ubym7?dsjtv.com/ws/20200205.m3u8#https://mrw.so/5sgAbt?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4QJLzi?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4nliMk?dsjtv.com/ws/20200205.m3u8#http://117.169.120.140:8080/live/hdshenzhenstv/.m3u8#http://118.123.60.8:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_filetype=mull&Fsv_chan_hls_se_idx=50&Provider_id=&Pcontent_id=index.m3u8
吉林卫视,https://mrw.so/4QJLBe?dsjtv.com/ws/20200205.m3u8#https://mrw.so/5sgAeR?dsjtv.com/ws/20200205.m3u8#https://mrw.so/5sgAfF?dsjtv.com/ws/20200205.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225642/index.m3u8
厦门卫视,https://mrw.so/4JdYRr?dsjtv.com/ws/20200205.m3u8
江苏卫视,https://mrw.so/5sgAh7?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4JdYST?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4JdYTn?dsjtv.com/ws/20200205.m3u8#https://mrw.so/5kKnfa?dsjtv.com/ws/20200205.m3u8#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000152.m3u8&t=hls#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225663/index.m3u8
湖南卫视,https://mrw.so/4BHLPE?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4QJLK6?dsjtv.com/ws/20200205.m3u8#http://36526.hlsplay.aodianyun.com/tv_radio_36526/tv_channel_555.m3u8#http://223.110.242.130:6610/cntv/live1/HD-2500k-1080P-hunanstv/HD-2500k-1080P-hunanstv#http://stream.cdjsxy.cn/hnws/sd/live.m3u8
湖北卫视,https://mrw.so/55HX9u?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4JdYHr?dsjtv.com/ws/20200205.m3u8#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=054&Provider_id=&Pcontent_id=index.m3u8
黑龙江台,https://mrw.so/4QJLMc?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4nljfm?dsjtv.com/ws/20200205.m3u8#https://mrw.so/5kKnmg?dsjtv.com/ws/20200205.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225980/index.m3u8#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=045&Provider_id=&Pcontent_id=index.m3u8
内蒙古台,https://mrw.so/5sgAs5?dsjtv.com/ws/20200205.m3u8#https://mrw.so/55HXeE?dsjtv.com/ws/20200205.m3u8#https://mrw.so/5sgAdT?dsjtv.com/ws/20200205.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225631/index.m3u8
福建卫视,https://mrw.so/4nljkG?dsjtv.com/ws/20200205.m3u8#https://mrw.so/55HXyu?dsjtv.com/ws/20200205.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226046/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225620/index.m3u8
海峡卫视,https://mrw.so/55HXA6?dsjtv.com/ws/20200205.m3u8
海南卫视,http://livelyws.chinamcache.com/lyws/zb01.m3u8?auth_key=1593241343-0-0-90b80e74457c94b2015f9428a1cb9b0e
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8#http://zhibo.hkstv.tv/livestream/mutfysrq.flv
安徽卫视,https://mrw.so/5deapX?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4YfWqz?dsjtv.com/ws/20200205.m3u8#https://mrw.so/55HXn2?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4BHM8m?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4QJJqo?dsjtv.com/ws/20200205.m3u8#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=008&Provider_id=&Pcontent_id=index.m3u8
云南卫视,https://mrw.so/4YfWuh?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4BHLUY?dsjtv.com/ws/20200205.m3u8#http://edge1.yntv.cn/channels/yntv/ynws/m3u8:sd#http://111.40.205.76/PLTV/88888888/224/3221225636/index.m3u8
云南影视,https://mrw.so/4ubz5V?dsjtv.com/ws/20200205.m3u8
云南少儿,https://mrw.so/4nljvO?dsjtv.com/ws/20200205.m3u8#http://edge1.yntv.cn/channels/yntv/ynse/m3u8:sd
浙江国际,https://mrw.so/4nljv0?dsjtv.com/ws/20200205.m3u8
浙江卫视,https://mrw.so/55HXu8?dsjtv.com/ws/20200205.m3u8#https://mrw.so/5sgAIR?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4BHLZu?dsjtv.com/ws/20200205.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226134/index.m3u8#http://cczylive.chuangwanghulian.cn/live/zy_1487739335286.flv?auth_key=1593353626-44114109-0-0f24981aabb881e9a542570052db8798
浙江影视,https://mrw.so/4YfWAT?dsjtv.com/ws/20200205.m3u8
浙江少儿,https://mrw.so/4JdWKX?dsjtv.com/ws/20200205.m3u8
山东卫视,https://mrw.so/5sgAM5?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4nljBW?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4JdWLr?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4YfWWv?dsjtv.com/ws/20200205.m3u8#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=005&Provider_id=&Pcontent_id=index.m3u8
天津卫视,https://mrw.so/5kKnKM?dsjtv.com/ws/20200205.m3u8#https://mrw.so/55HXCc?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4YfWHF?dsjtv.com/ws/20200205.m3u8#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=057&Provider_id=&Pcontent_id=index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226135/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225740/index.m3u8
青海卫视,https://mrw.so/4ubzjX?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4JdWCz?dsjtv.com/ws/20200205.m3u8#http://111.40.205.76/PLTV/88888888/224/3221225628/index.m3u8
辽宁卫视,https://mrw.so/5kKnPi?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4ubzmn?dsjtv.com/ws/20200205.m3u8#https://mrw.so/5sgAVB?dsjtv.com/ws/20200205.m3u8#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=018&Provider_id=&Pcontent_id=index.m3u8
宁夏卫视,https://mrw.so/5sgAWp?dsjtv.com/ws/20200205.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225625/index.m3u8#http://101.71.255.229:6610/zjhs/2/10036/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10036&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=440IB070GFIY7R5RI5P51WEZIWD8&ts=1553499508
甘肃卫视,https://mrw.so/5kKnTE?dsjtv.com/ws/20200205.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226187/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225626/index.m3u8
上海都市,https://mrw.so/55HXL4?dsjtv.com/ws/20200205.m3u8
第一财经,https://mrw.so/5sgAJP?dsjtv.com/ws/20200205.m3u8
江西卫视,https://mrw.so/5deaRd?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4JdX0V?dsjtv.com/ws/20200205.m3u8#http://117.169.120.140:8080/live/jiangxistv/.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225615/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226128/index.m3u8
陕西卫视,https://mrw.so/4nljQ8?dsjtv.com/ws/20200205.m3u8#https://mrw.so/5kKnYE?dsjtv.com/ws/20200205.m3u8#http://111.40.205.76/PLTV/88888888/224/3221225625/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226177/index.m3u8
山西卫视,https://mrw.so/4ubzwH?dsjtv.com/ws/20200205.m3u8#http://117.156.28.21/PLTV/88888888/224/3221225715/index.m3u8
广西卫视,http://stream.cdn.liangtv.cn/live/liangtv_gxws/playlist.m3u8?wsSession=-&wsIPSercert=&wsMonitor=-1#https://mrw.so/55HXTM?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4JdX4X?dsjtv.com/ws/20200205.m3u8
广西影视,http://stream.cdn.liangtv.cn/live/liangtv_gxys/playlist.m3u8?wsSession=-&wsIPSercert=&wsMonitor=-1
河南卫视,https://mrw.so/5kKo3a?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4ubzyX?dsjtv.com/ws/20200205.m3u8#http://123.163.119.21:9602/live/live1/500K/tzwj_video.m3u8?KEY#https://mrw.so/4nljZ0?dsjtv.com/ws/20200205.m3u8#http://117.156.28.21/PLTV/88888888/224/3221225681/index.m3u8#http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=051&Provider_id=&Pcontent_id=index.m3u8
贵州卫视,https://mrw.so/4BHJPM?dsjtv.com/ws/20200205.m3u8#https://mrw.so/5kKo7c?dsjtv.com/ws/20200205.m3u8
新疆卫视,https://mrw.so/5sgBcx?dsjtv.com/ws/20200205.m3u8#http://117.156.28.21/PLTV/88888888/224/3221225628/index.m3u8#http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229116/index.m3u8
澳门卫视,http://stream.mastvnet.com/MSTV/SD/live.m3u8
南方卫视,https://mrw.so/4BHJSQ?dsjtv.com/ws/20200205.m3u8#http://nclive.grtn.cn/tvs2/sd/live.m3u8#http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227005/index.m3u8#http://183.238.77.9:9090/live/gdnanfang_1500.m3u8
峨眉电影,https://mrw.so/4BHJVg?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4YfXpx?dsjtv.com/ws/20200205.m3u8
无锡综合,http://live-wx.wifiwx.com/wxtv1/sd/live.m3u8
无锡都市,http://live-wx.wifiwx.com/wxtv3/sd/live.m3u8
广东体育,https://mrw.so/4JdXgp?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4QJKmM?dsjtv.com/ws/20200205.m3u8#https://mrw.so/4BHKfq?dsjtv.com/ws/20200205.m3u8
广东珠江,http://nclive.grtn.cn/zjpd/sd/live.m3u8
云南都市,https://mrw.so/5debcb?dsjtv.com/ws/20200205.m3u8#http://edge1.yntv.cn/channels/yntv/ynds/m3u8:sd
云南生活,https://mrw.so/4ubxcl?dsjtv.com/ws/20200205.m3u8
云南公共,https://mrw.so/4BHKhm?dsjtv.com/ws/20200205.m3u8#http://edge1.yntv.cn/channels/yntv/yngg/m3u8:sd
威海海洋,https://mrw.so/4QJKp2?dsjtv.com/ws/20200205.m3u8
广州综合,https://mrw.so/4nlkdw?dsjtv.com/ws/20200205.m3u8
广州影视,https://mrw.so/5kKokK?dsjtv.com/ws/20200205.m3u8
环球奇观,https://mrw.so/4nlkfs?dsjtv.com/ws/20200205.m3u8
中华美食,https://mrw.so/4YfXhX?dsjtv.com/ws/20200205.m3u8
港台影视,#genre#
HBO,vjms://58.215.133.185:8500:3502/live/cid=261#vjms://23.237.33.155:8500:3502/live/cid=261
HBO原创电影,vjms://58.215.133.185:8500:3502/live/cid=436#vjms://23.237.33.155:8500:3502/live/cid=436
HBO家庭,vjms://58.215.133.185:8500:3502/live/cid=181#vjms://23.237.33.155:8500:3502/live/cid=181
HBO强档,vjms://58.215.133.185:8500:3502/live/cid=238#vjms://23.237.33.155:8500:3502/live/cid=238
东森电影,http://192.154.103.75:8080//ZZ_dongsendianying/ZZ_dongsendianying.m3u8#p8p://0198.02686.cc:16871/5d1a69af0009735f11bdcb2402d2abda.ts#,p2p://51.79.41.138:18912/5c7249d3000cb8ea1d57e9650d7148b7.ts
东森洋片,http://192.154.103.75:8080//ZZ_dongsenyangpian/ZZ_dongsenyangpian.m3u8
靖天电影台,p8p://0198.02686.cc:16871/5d1a69d4000d791711be5cb4cbc75c73.ts
龙华经典,p2p://fccsovh.pvbox.live:18912/5b14090b0001269c17d0ee93023202c3
龙华影剧,P2p://51.79.41.138:18912/5b1408f2000aaf8c17d08f5c001549e8.ts
美亚电影,P2p://190.2.146.92:18912/5c724a0e000442831d58cdaa6a2c5c52.ts#p2p://51.79.41.138:18912/5c724a0e000442831d58cdaa6a2c5c52.ts
星卫电影,P2p://190.2.146.92:18912/5c724a05000626a61d58aaff0c3f3175.ts#p2p://51.79.41.138:18912/5c724a05000626a61d58aaff0c3f3175.ts
卫视电影台,p8p://0198.02686.cc:16871/5d1a69d0000743f711be4b7d2b320c30.ts
纬来电影,P2p://190.2.146.92:18912/5c7249d80003096d1d57fa6c33601be9.ts#p8p://0198.02686.cc:16871/5d1a69ce0005e8e911be435423cf0509.ts#p2p://170.178.164.250:6141/5b448afc0007f4650004373eda7b4dd8.ts
FOX电影,vjms://58.215.133.185:8500:3502/live/cid=94#vjms://23.237.33.155:8500:3502/live/cid=94
FOX动作电影,P2p://51.79.41.138:18912/5b7267ae000b9c6c35cc884079c70164.ts#http://104.250.154.42:8080/ZZ_foxaction/ZZ_foxaction.m3u8
采昌影剧,p2p://fccsovh.pvbox.live:18912/5b1409db0009049a17d41d161677386d
TVB星河,http://pull-flv-l1.ixigua.com:80/game/ch0040.flv#msc://CXHMovie#p8p://0198.02686.cc:16871/5d1a69940005adb211bd60b57a4af31b.ts
TVB韩剧台,msc://CKDrama5
華藝影剧台,p8p://0198.02686.cc:16871/5d1a69d700008c5a11be651dc2bd3d52.ts
三立戏剧台,p8p://0198.02686.cc:16871/5d1a69f90000ad2611bee9f55d87748f.ts
纬来电影,p2p://51.79.41.138:18912/5c7249d80003096d1d57fa6c33601be9.ts
纬来戏剧,vjms://58.215.133.185:8500:3502/live/cid=137#,vjms://23.237.33.155:8500:3502/live/cid=137#P2p://190.2.146.92:18912/5c72488e000bae061d52f38e705751dd.ts
EYETV戏剧台,p8p://0198.02686.cc:16871/5d1a69a2000ca28211bd992d29a29542.ts
大爱二台,p8p://0198.02686.cc:16871/5d1a69b8000386b311bdecc8d9c8c96a.ts
凤凰电影台,rtmp://58.200.131.2:1935/livetv/fhdy#https://116.77.72.195/streams/d/fhdy/playlist.m3u8
WarnerTV,http://192.200.120.82:8080/ZZ_huanadianying/ZZ_huanadianying.m3u8
AXN,vjms://58.215.133.185:8500:3502/live/cid=2#vjms://23.237.33.155:8500:3502/live/cid=2
FX,p8p://0198.02686.cc:16871/5d1a69a50009208511bda3ff8356848f.ts
BLUEANT,p8p://0198.02686.cc:16871/5d1a69a60004767211bda6b5be685208.ts
好莱坞电影,P2p://190.2.146.92:18912/5c7249e2000125281d5820ff23a165d1.ts
CHC高清电影HD,rtmp://58.200.131.2:1935/livetv/chchd
CHC家庭电影,rtmp://58.200.131.2:1935/livetv/chctv
CHC动作电影,rtmp://58.200.131.2:1935/livetv/chcatv
港台新闻,#genre#
TVB无线新闻台,p8p://0198.02686.cc:16871/5d1a69dc000d64b611be7bef5757286e.ts#https://hdl0901.plures.net/onlive/a195f07a-caaa-4c4d-930a-1156e791cde.flv#http://185.180.221.194:8278/Inews/playlist.m3u8?tid=56699937&ct=18205&tsum=6a2b767494bda26fa75d52fee20a26c2
TVBS新闻,P2p://190.2.146.92:18912/5c7249c2000e510f1d57a75a30592ee2.ts#rtmp://59.124.75.137/sat/tv551
有线新闻台,http://testalicdn2.cdn.utvhk.com/live/4cc64fb362004798b222978935590b2c/1980ba5c365e4f049f99aced1277303c-2.m3u8
有线新闻台,https://ottproxy2.mott.tv/livehls/MOB-SCC/03.m3u8?sessionID=XNoSKsoyhu+3ZzGxIn6l1Azz
凤凰香港,p8p://0198.02686.cc:16871/5d1a69d6000505cd11be625a06b24e50.ts
凤凰卫视,http://iptv.pdsu.edu.cn/hls/fhzw.m3u8#p8p://0198.02686.cc:16871/5d1a69d80007b1db11be6ad9e2339543.ts#rtmp://58.200.131.2:1935/livetv/fhzw#http://liveali.ifeng.com/live/FHZW.flv
凤凰资讯,p8p://0198.02686.cc:16871/5d1a69d90003dbfb11be6dc698fb9973.ts#rtmp://58.200.131.2:1935/livetv/fhzx#http://liveali.ifeng.com/live/FHZX.flv
非凡新闻,p8p://0198.02686.cc:16871/5d1a69d500091c6b11be5f7e1276fa82.ts#P2p://190.2.146.92:18912/5c7249cb000744bc1d57c8bd53377361.ts
三立新闻,p2p://190.2.146.92:18912/5c7249be000b87931d5796ff51e62b02.ts#http://60.199.188.61/HLS/WG_ETTV-N/index.m3u8
东森新闻,http://192.200.120.82:8080/ZZ_dongsenxinwen/ZZ_dongsenxinwen.m3u8#p8p://0198.02686.cc:16871/5d1a69c2000a678211be159b7e5802a8.ts#P2p://190.2.146.92:18912/5c7248a0000383701d5337cb153b4b51.ts
中天新闻,http://341697390.r.fdccdn.net/live/tw_zhongtian_xw.m3u8
壹新闻,p8p://0198.02686.cc:16871/5d1a69b6000b8d0a11bde706a99c146a.ts
寰宇新闻,p8p://0198.02686.cc:16871/5d1a69ba0007750411bdf59a5aa4b66d.ts
民视新闻,p8p://0198.02686.cc:16871/5d1a69c50008f95211be20f5ac2747e5.ts
东森财经,p8p://0198.02686.cc:16871/5d1a69c300063ae211be1871800a9ae8.ts
寰宇财经台,p8p://0198.02686.cc:16871/5d1a69bb00034ddd11bdf8710f58e2f3.ts
耀才财经台,http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
澳亚卫视,http://stream.mastvnet.com/MASTV/playlist.m3u8#vjms://23.237.33.155:8500:3502/live/cid=337
KHS,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
RTHK31,http://rthklive1-lh.akamaihd.net/i/rthk31_1@167495/index_2052_av-p.m3u8
RHK32,https://rthklive2-lh.akamaihd.net/i/rthk32_1@168450/index_1080_av-b.m3u8
CNBC,vjms://58.215.133.185:8500:3502/live/cid=98
CNBC,p8p://0198.02686.cc:16871/5d1a69720002ca3711bcdb2830f420fe.ts#vjms://23.237.33.155:8500:3502/live/cid=98#p8p://0198.02686.cc:16871/5d1a6972000da8dd11bcddf043353558.ts#vjms://23.237.33.155:8500:3502/live/cid=428
BBC,vjms://58.215.133.185:8500:3502/live/cid=418#vjms://23.237.33.155:8500:3502/live/cid=418
港台娱乐,#genre#
TVB J2,p8p://0198.02686.cc:16871/5d1a6990000c457811bd52c53e48f6b9.ts
TVB明珠台,p8p://0198.02686.cc:16871/5d1a69de0005348e11be81a666c79a56.ts#vjms://23.237.33.155:8500:3502/live/cid=367
TVB翡翠台,vjms://23.237.33.155:8500:3502/live/cid=362#p8p://0198.02686.cc:16871/5d1a69fb000eb19011bef55c89140144.ts#http://m.567it.com/jade.m3u8
TVBS欢乐台,p2p://51.79.41.138:18912/5c72488a000a56b71d52e3a07060345e.ts#P2p://190.2.146.92:18912/5c72488a000a56b71d52e3a07060345e.ts#vjms://23.237.33.155:8500:3502/live/cid=438#rtmp://59.124.75.137/sat/tv421
TVBS精采台,p8p://0198.02686.cc:16871/5d1a69ab0004fab811bdba5fa309b278.ts#P2p://190.2.146.92:18912/5bdbf3b20000e966d2177540400d0818.ts
